1,998,0,997
2,998,998,997
3,998,999,996
4,998,996,998
5,997,998,997
6,995,1023,973
7,998,997,997
8,997,998,0
9,996,6984,1993
10,997,997,998
11,998,997,998
12,996,999,997
13,996,998,997
14,1995,998,0
15,996,1994,999
16,1994,997,998
17,3003,985,997
18,1995,997,997
19,996,998,997
20,998,997,998
